表層形,品詞,品詞細分類1,品詞細分類2,品詞細分類3,活用型,活用形,原形,読み,発音
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
「,記号,括弧開,*,*,*,*,「,「,「
電気,名詞,一般,*,*,*,*,電気,デンキ,デンキ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
足り,動詞,自立,*,*,五段・ラ行,連用形,足る,タリ,タリ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
平和,名詞,形容動詞語幹,*,*,*,*,平和,ヘイワ,ヘイワ
利用,名詞,サ変接続,*,*,*,*,利用,リヨウ,リヨー
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
安全,名詞,形容動詞語幹,*,*,*,*,安全,アンゼン,アンゼン
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
安全,名詞,形容動詞語幹,*,*,*,*,安全,アンゼン,アンゼン
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
」,記号,括弧閉,*,*,*,*,」,」,」
NO,名詞,固有名詞,組織,*,*,*,*
NUKES,名詞,一般,*,*,*,*,*
！,記号,一般,*,*,*,*,！,！,！
　,記号,空白,*,*,*,*,　,　,　
NO,名詞,固有名詞,組織,*,*,*,*
NUKES,名詞,一般,*,*,*,*,*
！!,名詞,サ変接続,*,*,*,*,*
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
「,記号,括弧開,*,*,*,*,「,「,「
事故,名詞,一般,*,*,*,*,事故,ジコ,ジコ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
起き,動詞,自立,*,*,一段,連用形,起きる,オキ,オキ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
事故,名詞,一般,*,*,*,*,事故,ジコ,ジコ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
起き,動詞,自立,*,*,一段,連用形,起きる,オキ,オキ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
絶対,名詞,副詞可能,*,*,*,*,絶対,ゼッタイ,ゼッタイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
！,記号,一般,*,*,*,*,！,！,！
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
絶対,名詞,副詞可能,*,*,*,*,絶対,ゼッタイ,ゼッタイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
！,記号,一般,*,*,*,*,！,！,！
」,記号,括弧閉,*,*,*,*,」,」,」
NO,名詞,固有名詞,組織,*,*,*,*
NUKES,名詞,一般,*,*,*,*,*
！,記号,一般,*,*,*,*,！,！,！
　,記号,空白,*,*,*,*,　,　,　
NO,名詞,固有名詞,組織,*,*,*,*
NUKES,名詞,一般,*,*,*,*,*
！!,名詞,サ変接続,*,*,*,*,*
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
「,記号,括弧開,*,*,*,*,「,「,「
飲ん,動詞,自立,*,*,五段・マ行,連用タ接続,飲む,ノン,ノン
で,助詞,接続助詞,*,*,*,*,で,デ,デ
も,助詞,係助詞,*,*,*,*,も,モ,モ
平気,名詞,形容動詞語幹,*,*,*,*,平気,ヘイキ,ヘイキ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
食べ,動詞,自立,*,*,一段,連用形,食べる,タベ,タベ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
も,助詞,係助詞,*,*,*,*,も,モ,モ
平気,名詞,形容動詞語幹,*,*,*,*,平気,ヘイキ,ヘイキ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
直ちに,副詞,一般,*,*,*,*,直ちに,タダチニ,タダチニ
影響,名詞,サ変接続,*,*,*,*,影響,エイキョウ,エイキョー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ござい,助動詞,*,*,*,五段・ラ行特殊,連用形,ござる,ゴザイ,ゴザイ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
」,記号,括弧閉,*,*,*,*,」,」,」
NO,名詞,固有名詞,組織,*,*,*,*
NUKES,名詞,一般,*,*,*,*,*
！,記号,一般,*,*,*,*,！,！,！
　,記号,空白,*,*,*,*,　,　,　
NO,名詞,固有名詞,組織,*,*,*,*
NUKES,名詞,一般,*,*,*,*,*
！!,名詞,サ変接続,*,*,*,*,*
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
オオカミ,名詞,一般,*,*,*,*,オオカミ,オオカミ,オーカミ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
来る,動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
！,記号,一般,*,*,*,*,！,！,！
NO,名詞,固有名詞,組織,*,*,*,*
NUKES,名詞,一般,*,*,*,*,*
！,記号,一般,*,*,*,*,！,！,！
　,記号,空白,*,*,*,*,　,　,　
NO,名詞,固有名詞,組織,*,*,*,*
NUKES,名詞,一般,*,*,*,*,*
！!,名詞,サ変接続,*,*,*,*,*
淋しい,形容詞,自立,*,*,形容詞・イ段,基本形,淋しい,サビシイ,サビシイ
時,名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ギター,名詞,一般,*,*,*,*,ギター,ギター,ギター
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
弾こ,動詞,自立,*,*,五段・カ行イ音便,未然ウ接続,弾く,ヒコ,ヒコ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
　,記号,空白,*,*,*,*,　,　,　
下手,名詞,形容動詞語幹,*,*,*,*,下手,ヘタ,ヘタ
でも,助詞,副助詞,*,*,*,*,でも,デモ,デモ
いい,形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
　,記号,空白,*,*,*,*,　,　,　
願い,名詞,一般,*,*,*,*,願い,ネガイ,ネガイ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
込め,動詞,自立,*,*,一段,連用形,込める,コメ,コメ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
悔しい,形容詞,自立,*,*,形容詞・イ段,基本形,悔しい,クヤシイ,クヤシイ
涙,名詞,一般,*,*,*,*,涙,ナミダ,ナミダ
も,助詞,係助詞,*,*,*,*,も,モ,モ
　,記号,空白,*,*,*,*,　,　,　
虚しい,形容詞,自立,*,*,形容詞・イ段,基本形,虚しい,ムナシイ,ムナシイ
怒り,名詞,一般,*,*,*,*,怒り,イカリ,イカリ
も,助詞,係助詞,*,*,*,*,も,モ,モ
　,記号,空白,*,*,*,*,　,　,　
冷たい,形容詞,自立,*,*,形容詞・アウオ段,基本形,冷たい,ツメタイ,ツメタイ
嘘,名詞,一般,*,*,*,*,嘘,ウソ,ウソ
も,助詞,係助詞,*,*,*,*,も,モ,モ
　,記号,空白,*,*,*,*,　,　,　
忘れ,動詞,自立,*,*,一段,連用形,忘れる,ワスレ,ワスレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
しまう,動詞,非自立,*,*,五段・ワ行促音便,基本形,しまう,シマウ,シマウ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
大人,名詞,一般,*,*,*,*,大人,オトナ,オトナ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
だって,助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ
　,記号,空白,*,*,*,*,　,　,　
晴れ,動詞,自立,*,*,一段,連用形,晴れる,ハレ,ハレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
夜,名詞,副詞可能,*,*,*,*,夜,ヨル,ヨル
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
　,記号,空白,*,*,*,*,　,　,　
子供,名詞,一般,*,*,*,*,子供,コドモ,コドモ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
もっと,副詞,一般,*,*,*,*,もっと,モット,モット
　,記号,空白,*,*,*,*,　,　,　
まぶしい,形容詞,自立,*,*,形容詞・イ段,基本形,まぶしい,マブシイ,マブシイ
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
指先,名詞,一般,*,*,*,*,指先,ユビサキ,ユビサキ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
ちょっと,副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット
痛い,形容詞,自立,*,*,形容詞・アウオ段,基本形,痛い,イタイ,イタイ
けど,助詞,接続助詞,*,*,*,*,けど,ケド,ケド
　,記号,空白,*,*,*,*,　,　,　
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
気,名詞,非自立,一般,*,*,*,気,キ,キ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
　,記号,空白,*,*,*,*,　,　,　
もっと,副詞,一般,*,*,*,*,もっと,モット,モット
かき鳴らそ,動詞,自立,*,*,五段・サ行,未然ウ接続,かき鳴らす,カキナラソ,カキナラソ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
Yeah,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
！,記号,一般,*,*,*,*,！,！,！
　,記号,空白,*,*,*,*,　,　,　
Yeah,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
！,記号,一般,*,*,*,*,！,！,！
　,記号,空白,*,*,*,*,　,　,　
Yeah,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
！,記号,一般,*,*,*,*,！,！,！
迷路,名詞,一般,*,*,*,*,迷路,メイロ,メイロ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
終わり,動詞,自立,*,*,五段・ラ行,連用形,終わる,オワリ,オワリ
この,連体詞,*,*,*,*,*,この,コノ,コノ
まま,名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ
朝,名詞,副詞可能,*,*,*,*,朝,アサ,アサ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
ギター,名詞,一般,*,*,*,*,ギター,ギター,ギター
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
弾こ,動詞,自立,*,*,五段・カ行イ音便,未然ウ接続,弾く,ヒコ,ヒコ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
　,記号,空白,*,*,*,*,　,　,　
下手,名詞,形容動詞語幹,*,*,*,*,下手,ヘタ,ヘタ
でも,助詞,副助詞,*,*,*,*,でも,デモ,デモ
いい,形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
　,記号,空白,*,*,*,*,　,　,　
歌,名詞,一般,*,*,*,*,歌,ウタ,ウタ
も,助詞,係助詞,*,*,*,*,も,モ,モ
唄い,動詞,自立,*,*,五段・ワ行促音便,連用形,唄う,ウタイ,ウタイ
ましょ,助動詞,*,*,*,特殊・マス,未然ウ接続,ます,マショ,マショ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
ほんと,感動詞,*,*,*,*,*,ほんと,ホント,ホント
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
優しい,形容詞,自立,*,*,形容詞・イ段,基本形,優しい,ヤサシイ,ヤサシイ
　,記号,空白,*,*,*,*,　,　,　
となり,名詞,一般,*,*,*,*,となり,トナリ,トナリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
誰,名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ
かも,助詞,副助詞,*,*,*,*,かも,カモ,カモ
　,記号,空白,*,*,*,*,　,　,　
迷え,動詞,自立,*,*,五段・ワ行促音便,命令ｅ,迷う,マヨエ,マヨエ
る,助動詞,*,*,*,文語・リ,体言接続,り,ル,ル
世界,名詞,一般,*,*,*,*,世界,セカイ,セカイ
も,助詞,係助詞,*,*,*,*,も,モ,モ
　,記号,空白,*,*,*,*,　,　,　
ひとつ,名詞,副詞可能,*,*,*,*,ひとつ,ヒトツ,ヒトツ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なれる,動詞,自立,*,*,一段,基本形,なれる,ナレル,ナレル
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
重なり,動詞,自立,*,*,五段・ラ行,連用形,重なる,カサナリ,カサナリ
あっ,動詞,非自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
自由,名詞,形容動詞語幹,*,*,*,*,自由,ジユウ,ジユー
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ハーモニー,名詞,一般,*,*,*,*,ハーモニー,ハーモニー,ハーモニー
　,記号,空白,*,*,*,*,　,　,　
見つめ,動詞,自立,*,*,一段,連用形,見つめる,ミツメ,ミツメ
あっ,動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,あう,アッ,アッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
　,記号,空白,*,*,*,*,　,　,　
もっと,副詞,一般,*,*,*,*,もっと,モット,モット
恋,名詞,一般,*,*,*,*,恋,コイ,コイ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
メロディ,名詞,一般,*,*,*,*,メロディ,メロディ,メロディ
Yeah,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
！,記号,一般,*,*,*,*,！,！,！
　,記号,空白,*,*,*,*,　,　,　
Yeah,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
！,記号,一般,*,*,*,*,！,！,！
　,記号,空白,*,*,*,*,　,　,　
Yeah,名詞,固有名詞,組織,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
Yeah,名詞,一般,*,*,*,*,*
！,記号,一般,*,*,*,*,！,！,！
涙,名詞,一般,*,*,*,*,涙,ナミダ,ナミダ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
越え,動詞,自立,*,*,一段,連用形,越える,コエ,コエ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
F,名詞,一般,*,*,*,*,*
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なんて,助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ
負け,動詞,自立,*,*,一段,未然形,負ける,マケ,マケ
ない,助動詞,*,*,*,特殊・ナイ,連用デ接続,ない,ナイ,ナイ
で,助詞,接続助詞,*,*,*,*,で,デ,デ
　,記号,空白,*,*,*,*,　,　,　
自分,名詞,一般,*,*,*,*,自分,ジブン,ジブン
流,名詞,接尾,一般,*,*,*,流,リュウ,リュー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
押さえりゃ,動詞,自立,*,*,一段,仮定縮約１,押さえる,オサエリャ,オサエリャ
いい,形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
さ,助詞,終助詞,*,*,*,*,さ,サ,サ
夢,名詞,一般,*,*,*,*,夢,ユメ,ユメ
だけ,助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
置い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,置く,オイ,オイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
か,動詞,非自立,*,*,五段・カ行促音便,未然形,く,カ,カ
ない,助動詞,*,*,*,特殊・ナイ,連用デ接続,ない,ナイ,ナイ
で,助詞,接続助詞,*,*,*,*,で,デ,デ
　,記号,空白,*,*,*,*,　,　,　
譜面,名詞,一般,*,*,*,*,譜面,フメン,フメン
なんて,助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ
気,名詞,一般,*,*,*,*,気,キ,キ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
し,動詞,自立,*,*,サ変・スル,未然形,する,シ,シ
ない,助動詞,*,*,*,特殊・ナイ,連用デ接続,ない,ナイ,ナイ
で,助詞,接続助詞,*,*,*,*,で,デ,デ
混ざり,動詞,自立,*,*,五段・ラ行,連用形,混ざる,マザリ,マザリ
あっ,動詞,非自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
自由,名詞,形容動詞語幹,*,*,*,*,自由,ジユウ,ジユー
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ハーモニー,名詞,一般,*,*,*,*,ハーモニー,ハーモニー,ハーモニー
　,記号,空白,*,*,*,*,　,　,　
抱きしめ,動詞,自立,*,*,一段,連用形,抱きしめる,ダキシメ,ダキシメ
あっ,動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,あう,アッ,アッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
　,記号,空白,*,*,*,*,　,　,　
もっと,副詞,一般,*,*,*,*,もっと,モット,モット
愛,名詞,一般,*,*,*,*,愛,アイ,アイ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
